step,time_hours,demand,solar,price,soc,battery_flow_mw,emergency_generator_mw,curtail_solar_mw,fcas_reserve_mw,net_grid_power_mw,unmet_demand_mw,overvoltage_mw,step_cost,cum_cost
215,53.75,32.0,0.0,115.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,669619.87
216,54.0,33.0,0.0,120.0,0.14939473684210586,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,670898.63
217,54.25,34.0,1.0,124.0,0.14939473684210586,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,672210.38
218,54.5,35.0,2.0,128.0,0.14939473684210586,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,673555.13
219,54.75,36.0,6.0,131.0,0.14939473684210586,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,674800.22
220,55.0,37.0,10.0,135.0,0.14939473684210586,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,675947.81
221,55.25,39.0,15.0,139.0,0.14939473684210586,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,676991.9
222,55.5,40.0,20.0,142.0,0.14939473684210586,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,677877.06
223,55.75,42.0,28.0,146.0,0.14939473684210586,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,678510.92
224,56.0,44.0,35.0,150.0,0.14939473684210586,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,678927.42
225,56.25,45.0,42.0,135.0,0.14939473684210586,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,679055.28
226,56.5,46.0,48.0,120.0,0.14939473684210586,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,679030.53
227,56.75,47.0,55.0,105.0,0.16839473684210585,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679130.57
228,57.0,48.0,62.0,90.0,0.20164473684210585,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679305.57
229,57.25,48.0,68.0,75.0,0.24914473684210586,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679555.57
230,57.5,47.0,74.0,60.0,0.29664473684210585,-20.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,679718.56
231,57.75,46.0,79.0,45.0,0.34414473684210584,-20.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,679806.42
232,58.0,46.0,85.0,30.0,0.3916447368421058,-20.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,679819.28
233,58.25,45.0,92.0,20.0,0.4391447368421058,-20.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,679732.42
234,58.5,44.0,98.0,10.0,0.4866447368421058,-20.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,679557.91
235,58.75,43.0,103.0,0.0,0.5341447368421058,-20.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,679308.27
236,59.0,42.0,108.0,-10.0,0.5816447368421058,-20.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,678983.63
237,59.25,41.0,112.0,-18.0,0.6291447368421058,-20.0,0.0,1.0,0.0,-50.0,0.0,0.0,0.0,678608.79
238,59.5,40.0,116.0,-25.0,0.6766447368421058,-20.0,0.0,6.0,0.0,-50.0,0.0,0.0,0.0,678233.79
239,59.75,39.0,120.0,-33.0,0.7241447368421058,-20.0,0.0,11.0,0.0,-50.0,0.0,0.0,0.0,677858.79
240,60.0,38.0,124.0,-40.0,0.7716447368421058,-20.0,0.0,16.0,0.0,-50.0,0.0,0.0,0.0,677483.79
241,60.25,38.0,125.0,-43.0,0.8191447368421058,-20.0,0.0,17.0,0.0,-50.0,0.0,0.0,0.0,677108.79
242,60.5,37.0,126.0,-45.0,0.8666447368421057,-20.0,0.0,19.0,0.0,-50.0,0.0,0.0,0.0,676733.79
243,60.75,36.0,124.0,-48.0,0.9141447368421057,-20.0,0.0,18.0,0.0,-50.0,0.0,0.0,0.0,676358.79
244,61.0,36.0,122.0,-50.0,0.9141447368421057,0.0,0.0,36.0,0.0,-50.0,0.0,0.0,0.0,675733.79
245,61.25,36.0,119.0,-45.0,0.9141447368421057,0.0,0.0,33.0,0.0,-50.0,0.0,0.0,0.0,675108.79
246,61.5,37.0,116.0,-40.0,0.9141447368421057,0.0,0.0,29.0,0.0,-50.0,0.0,0.0,0.0,674483.79
247,61.75,38.0,110.0,-35.0,0.9141447368421057,0.0,0.0,22.0,0.0,-50.0,0.0,0.0,0.0,673858.79
248,62.0,38.0,105.0,-30.0,0.9141447368421057,0.0,0.0,17.0,0.0,-50.0,0.0,0.0,0.0,673233.79
249,62.25,39.0,100.0,-20.0,0.9141447368421057,0.0,0.0,11.0,0.0,-50.0,0.0,0.0,0.0,672608.79
250,62.5,40.0,96.0,-10.0,0.9141447368421057,0.0,0.0,6.0,0.0,-50.0,0.0,0.0,0.0,671983.79
251,62.75,41.0,91.0,0.0,0.9141447368421057,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,671358.79
252,63.0,42.0,86.0,10.0,0.9141447368421057,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,670809.15
253,63.25,45.0,80.0,28.0,0.9141447368421057,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,670372.46
254,63.5,48.0,74.0,45.0,0.9141447368421057,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,670048.27
255,63.75,52.0,68.0,62.0,0.9141447368421057,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,669849.27
256,64.0,55.0,62.0,80.0,0.9141447368421057,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,669762.58
257,64.25,62.0,54.0,120.0,0.8930921052631584,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669863.07
258,64.5,68.0,46.0,160.0,0.84046052631579,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,670210.61
259,64.75,78.0,38.0,200.0,0.7878289473684217,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,671638.85
260,65.0,88.0,30.0,240.0,0.7351973684210533,20.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,674504.59
261,65.25,96.0,24.0,300.0,0.682565789473685,20.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,679111.55
262,65.5,105.0,18.0,360.0,0.6299342105263166,20.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,685980.05
263,65.75,110.0,12.0,410.0,0.5773026315789482,20.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,694908.76
264,66.0,115.0,7.0,460.0,0.5246710526315799,20.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,706049.76
265,66.25,117.0,4.0,490.0,0.47203947368421145,20.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,718506.26
266,66.5,119.0,1.0,520.0,0.41940789473684303,20.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,732354.01
267,66.75,120.0,0.0,535.0,0.3667763157894746,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,746854.05
268,67.0,120.0,0.0,550.0,0.3141447368421062,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,761729.05
269,67.25,119.0,0.0,550.0,0.2615131578947378,20.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,776457.81
270,67.5,118.0,0.0,550.0,0.20888157894736936,20.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,791040.32
271,67.75,115.0,0.0,525.0,0.15625000000000094,20.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,804590.41
272,68.0,112.0,0.0,500.0,0.15625000000000094,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,819573.3
273,68.25,107.0,0.0,475.0,0.15625000000000094,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,833216.05
274,68.5,102.0,0.0,450.0,0.15625000000000094,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,845583.8
275,68.75,96.0,0.0,425.0,0.15625000000000094,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,856624.16
276,69.0,90.0,0.0,400.0,0.15625000000000094,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,866412.02
277,69.25,84.0,0.0,365.0,0.15625000000000094,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,874812.38
278,69.5,78.0,0.0,330.0,0.15625000000000094,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,881930.24
279,69.75,72.0,0.0,295.0,0.15625000000000094,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,887870.6
280,70.0,66.0,0.0,260.0,0.15625000000000094,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,892738.46
281,70.25,62.0,0.0,238.0,0.15625000000000094,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,896970.12
282,70.5,57.0,0.0,215.0,0.15625000000000094,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,900532.87
283,70.75,52.0,0.0,193.0,0.15625000000000094,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,903497.12
284,71.0,48.0,0.0,170.0,0.15625000000000094,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,905957.28
285,71.25,46.0,0.0,163.0,0.15625000000000094,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,908234.32
286,71.5,44.0,0.0,155.0,0.15625000000000094,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,910324.36
287,71.75,41.0,0.0,148.0,0.15625000000000094,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,912200.2
